cab_type,pickup_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,pickup_coord,total_amount
1,2014-12-25 22:18:56.0000000,1,16,-73.969093,40.689297,POINT (-73.9691 40.6893),59.349998
1,2014-12-26 01:08:10.0000000,1,01.5,-73.989784,40.757114,POINT (-73.9898 40.7571),9.75
1,2014-12-25 01:23:07.0000000,1,3,-73.987923,40.744053,POINT (-73.9879 40.7441),14.4
1,2014-12-25 20:16:47.0000000,1,2.4000001,-73.982262,40.775021,POINT (-73.9823 40.775),13.2
1,2014-12-26 01:48:55.0000000,1,01.6,-73.958427,40.78162,POINT (-73.9584 40.7816),10.4
1,2014-12-25 22:23:28.0000000,1,4.6999998,-74.000092,40.733063,POINT (-74.0001 40.7331),24.700001
1,2014-12-25 22:45:22.0000000,1,0.89999998,-73.978462,40.764694,POINT (-73.9785 40.7647),7.8000002
1,2014-12-25 23:56:04.0000000,1,01.7,-74.001045,40.729118,POINT (-74.001 40.7291),10.2
1,2014-12-23 22:56:35.0000000,1,2,-73.970505,40.762318,POINT (-73.9705 40.7623),11.4
1,2014-12-25 01:53:12.0000000,1,3.4000001,-73.931099,40.811413,POINT (-73.9311 40.8114),16.200001
1,2014-12-25 01:44:55.0000000,1,01.9,-73.931099,40.811413,POINT (-73.9311 40.8114),18.5
1,2014-12-24 21:51:07.0000000,1,0.89999998,-73.980812,40.751778,POINT (-73.9808 40.7518),6.5999999
1,2014-12-25 22:40:55.0000000,1,4.6999998,-73.981041,40.732399,POINT (-73.981 40.7324),22.75
1,2014-12-25 21:00:10.0000000,1,01.8,-73.972771,40.748974,POINT (-73.9728 40.749),13.2
1,2014-12-25 22:28:29.0000000,1,1,-73.991341,40.770355,POINT (-73.9913 40.7704),7.8000002
1,2014-12-25 21:43:32.0000000,1,4.1999998,-74.015236,40.714237,POINT (-74.0152 40.7142),18.6
1,2014-12-26 01:47:23.0000000,1,01.4,-73.967026,40.76099,POINT (-73.967 40.761),7.8000002
1,2014-12-25 22:39:57.0000000,1,1,-73.971268,40.758648,POINT (-73.9713 40.7586),8.6999998
1,2014-12-25 20:26:49.0000000,1,6.9000001,-73.968338,40.799667,POINT (-73.9683 40.7997),28.799999
1,2014-12-25 20:37:58.0000000,1,01.8,-73.969589,40.760059,POINT (-73.9696 40.7601),12.6
1,2014-12-24 23:52:30.0000000,1,0.1,-74.004143,40.742157,POINT (-74.0041 40.7422),4.1999998
1,2014-12-24 23:04:35.0000000,1,3.0999999,-73.960236,40.770508,POINT (-73.9602 40.7705),15.6
1,2014-12-24 22:04:38.0000000,1,2.4000001,-73.983543,40.760448,POINT (-73.9835 40.7604),13.8
1,2014-12-24 20:12:27.0000000,1,02.5,-73.954895,40.805164,POINT (-73.9549 40.8052),13.75
1,2014-12-24 23:56:32.0000000,1,11.9,-73.947678,40.703995,POINT (-73.9477 40.704),43.799999
1,2014-12-24 20:32:24.0000000,1,0.69999999,-73.960602,40.769745,POINT (-73.9606 40.7697),7.1999998
1,2014-12-24 21:05:56.0000000,1,0.69999999,-73.97184,40.79678,POINT (-73.9718 40.7968),6.5999999
1,2014-12-25 23:23:08.0000000,1,01.1,-73.980576,40.779961,POINT (-73.9806 40.78),7.1999998
1,2014-12-25 20:34:33.0000000,1,02.2,-74.009476,40.709347,POINT (-74.0095 40.7093),12.35
1,2014-12-25 21:46:53.0000000,1,8.8000002,-73.873138,40.774158,POINT (-73.8731 40.7742),33.799999
1,2014-12-25 22:17:45.0000000,1,01.5,-73.986221,40.762524,POINT (-73.9862 40.7625),9.6000004
1,2014-12-25 22:01:05.0000000,1,0.60000002,-73.992081,40.72596,POINT (-73.9921 40.726),6.5999999
1,2014-12-25 22:22:34.0000000,1,6.4000001,-73.989044,40.756725,POINT (-73.989 40.7567),32
1,2014-12-23 23:53:16.0000000,1,0.69999999,-73.986176,40.726528,POINT (-73.9862 40.7265),7.1500001
1,2014-12-23 21:12:16.0000000,1,0.89999998,-73.994652,40.759483,POINT (-73.9947 40.7595),10.2
1,2014-12-23 21:22:41.0000000,1,2.0999999,-73.978271,40.778114,POINT (-73.9783 40.7781),13.2
1,2014-12-23 20:57:52.0000000,1,01.2,-73.981613,40.732876,POINT (-73.9816 40.7329),9.6000004
1,2014-12-23 23:34:20.0000000,1,01.4,-74.005615,40.732479,POINT (-74.0056 40.7325),12.6
1,2014-12-23 20:06:39.0000000,1,01.9,-73.975739,40.789024,POINT (-73.9757 40.789),14.95
1,2014-12-23 21:32:37.0000000,1,01.8,-73.984818,40.732513,POINT (-73.9848 40.7325),12.6
1,2014-12-25 23:19:57.0000000,1,6.5999999,-73.970299,40.759621,POINT (-73.9703 40.7596),30
1,2014-12-25 21:40:20.0000000,1,0.5,-73.979965,40.785591,POINT (-73.98 40.7856),6.5999999
1,2014-12-25 21:53:46.0000000,1,4.5999999,-73.992081,40.751011,POINT (-73.9921 40.751),22.5
1,2014-12-25 22:46:58.0000000,1,6.1999998,-73.993942,40.751278,POINT (-73.9939 40.7513),25.200001
1,2014-12-25 22:39:05.0000000,1,3.0999999,-73.982109,40.76297,POINT (-73.9821 40.763),16.799999
1,2014-12-25 22:47:11.0000000,1,8.6000004,-74.003304,40.740082,POINT (-74.0033 40.7401),37.799999
1,2014-12-25 21:31:57.0000000,1,02.7,-73.990364,40.755924,POINT (-73.9904 40.7559),14.4
1,2014-12-26 00:28:17.0000000,1,01.2,-74.007668,40.740929,POINT (-74.0077 40.7409),10.2
1,2014-12-25 22:01:41.0000000,1,0.69999999,-74.002266,40.739647,POINT (-74.0023 40.7396),6.5999999
1,2014-12-25 21:21:52.0000000,1,5.0999999,-73.987846,40.759033,POINT (-73.9878 40.759),28.799999
1,2014-12-25 01:04:30.0000000,1,10.9,-74.006477,40.732552,POINT (-74.0065 40.7326),41.25
1,2014-12-24 21:32:56.0000000,1,0.30000001,-73.981735,40.77306,POINT (-73.9817 40.7731),10
1,2014-12-24 20:22:42.0000000,1,3.4000001,-73.947273,40.776054,POINT (-73.9473 40.7761),18.120001
1,2014-12-24 23:56:19.0000000,1,2.5999999,-73.973755,40.743931,POINT (-73.9738 40.7439),12.6
1,2014-12-24 22:36:13.0000000,1,0.80000001,-73.990234,40.754978,POINT (-73.9902 40.755),7.1999998
1,2014-12-24 20:28:05.0000000,1,5.1999998,-73.981361,40.780277,POINT (-73.9814 40.7803),28.5
1,2014-12-25 05:38:57.0000000,1,0.80000001,-73.93766,40.804379,POINT (-73.9377 40.8044),7.8000002
1,2014-12-24 23:15:42.0000000,1,2,-73.969627,40.760212,POINT (-73.9696 40.7602),10.2
1,2014-12-25 01:00:39.0000000,1,2.4000001,-74.004715,40.734688,POINT (-74.0047 40.7347),13.8
1,2014-12-25 00:44:57.0000000,1,01.5,-73.960541,40.775742,POINT (-73.9605 40.7757),11.85
1,2014-12-24 20:07:57.0000000,1,02.2,-73.981895,40.740898,POINT (-73.9819 40.7409),13.2
1,2014-12-25 23:41:31.0000000,1,02.7,-73.971664,40.757111,POINT (-73.9717 40.7571),11
1,2014-12-26 01:15:36.0000000,1,1,-73.99173,40.750202,POINT (-73.9917 40.7502),8.4499998
1,2014-12-23 21:36:56.0000000,1,01.7,-73.99157,40.738712,POINT (-73.9916 40.7387),16
1,2014-12-24 00:06:27.0000000,1,08.5,-73.96888,40.754948,POINT (-73.9689 40.7549),31.5
1,2014-12-23 20:51:45.0000000,1,17.299999,-73.976448,40.775787,POINT (-73.9764 40.7758),60.5
1,2014-12-23 22:57:31.0000000,1,01.5,-73.968811,40.755024,POINT (-73.9688 40.755),11.5
1,2014-12-26 05:46:36.0000000,1,2.5999999,-74.001686,40.745834,POINT (-74.0017 40.7458),13.2
1,2014-12-26 06:59:34.0000000,1,0.80000001,-73.971718,40.746277,POINT (-73.9717 40.7463),7.1500001
1,2014-12-25 21:26:01.0000000,1,01.9,-73.982468,40.774616,POINT (-73.9825 40.7746),11.4
1,2014-12-26 03:56:04.0000000,1,3.5999999,-73.962105,40.763706,POINT (-73.9621 40.7637),16.200001
1,2014-12-26 02:27:22.0000000,1,3.0999999,-74.010529,40.709396,POINT (-74.0105 40.7094),16.9
1,2014-12-25 22:45:08.0000000,1,0.69999999,-73.990875,40.750561,POINT (-73.9909 40.7506),7.1999998
1,2014-12-24 21:49:20.0000000,1,03.3,-73.953064,40.776081,POINT (-73.9531 40.7761),15.6
1,2014-12-25 00:46:56.0000000,1,01.5,-73.981293,40.784245,POINT (-73.9813 40.7842),10.2
1,2014-12-23 23:17:17.0000000,1,0.60000002,-73.981308,40.781013,POINT (-73.9813 40.781),7.1999998
1,2014-12-23 22:34:48.0000000,1,9.3999996,-73.995132,40.744869,POINT (-73.9951 40.7449),36.5
1,2014-12-24 00:26:52.0000000,1,03.3,-73.989548,40.72995,POINT (-73.9895 40.7299),17.4
1,2014-12-23 21:56:54.0000000,1,11.5,-73.874428,40.774036,POINT (-73.8744 40.774),42
1,2014-12-23 23:13:44.0000000,1,6,-74.008759,40.719135,POINT (-74.0088 40.7191),26.4
1,2014-12-24 01:40:21.0000000,1,02.8,-73.955383,40.72007,POINT (-73.9554 40.7201),13.2
1,2014-12-24 01:48:35.0000000,1,0.30000001,-73.977119,40.747101,POINT (-73.9771 40.7471),5.4000001
1,2014-12-23 22:38:23.0000000,1,02.7,-73.988113,40.737717,POINT (-73.9881 40.7377),16.200001
1,2014-12-24 00:12:28.0000000,1,8.8999996,-74.005295,40.70636,POINT (-74.0053 40.7064),41.599998
1,2014-12-25 21:36:52.0000000,1,03.5,-73.961617,40.764385,POINT (-73.9616 40.7644),16.200001
1,2014-12-25 22:25:26.0000000,1,5,-73.973122,40.785172,POINT (-73.9731 40.7852),21.6
1,2014-12-25 20:56:13.0000000,1,01.3,-73.979927,40.781139,POINT (-73.9799 40.7811),7.8000002
1,2014-12-26 01:58:58.0000000,1,03.2,-73.972107,40.749645,POINT (-73.9721 40.7496),17.549999
1,2014-12-26 00:43:16.0000000,1,7.3000002,-73.979416,40.771408,POINT (-73.9794 40.7714),29.9
1,2014-12-26 00:38:48.0000000,1,0.5,-73.952332,40.777248,POINT (-73.9523 40.7772),6.5999999
1,2014-12-24 21:12:01.0000000,1,2.0999999,-73.979187,40.755245,POINT (-73.9792 40.7552),12.6
1,2014-12-24 21:09:53.0000000,1,03.3,-74.00222,40.724922,POINT (-74.0022 40.7249),19.370001
1,2014-12-24 20:52:04.0000000,1,2.9000001,-73.932991,40.709419,POINT (-73.933 40.7094),20
1,2014-12-24 23:01:19.0000000,1,4,-73.992966,40.738213,POINT (-73.993 40.7382),18.6
1,2014-12-26 01:54:45.0000000,1,2.5999999,-73.958771,40.712776,POINT (-73.9588 40.7128),16.25
1,2014-12-26 03:35:29.0000000,1,7.4000001,-73.989471,40.726101,POINT (-73.9895 40.7261),28.5
1,2014-12-25 23:24:29.0000000,1,0.69999999,-74.003456,40.720364,POINT (-74.0035 40.7204),7.1999998
1,2014-12-24 22:45:04.0000000,1,2.4000001,-73.994072,40.75116,POINT (-73.9941 40.7512),14.3
1,2014-12-26 01:20:28.0000000,1,7.0999999,-73.986908,40.750328,POINT (-73.9869 40.7503),32
1,2014-12-25 06:00:11.0000000,1,01.5,-73.99276,40.749855,POINT (-73.9928 40.7499),9.6000004
1,2014-12-25 21:34:55.0000000,1,0.80000001,-73.982826,40.727371,POINT (-73.9828 40.7274),7.75
1,2014-12-25 21:07:19.0000000,1,01.6,-73.99295,40.749699,POINT (-73.993 40.7497),10.1
1,2014-12-25 20:16:36.0000000,1,01.5,-73.967903,40.767879,POINT (-73.9679 40.7679),10.4
1,2014-12-25 23:06:50.0000000,1,0.89999998,-73.955299,40.772923,POINT (-73.9553 40.7729),6
1,2014-12-25 21:40:16.0000000,1,4.6999998,-73.94561,40.778221,POINT (-73.9456 40.7782),19.200001
1,2014-12-25 21:33:28.0000000,1,0.89999998,-73.991348,40.750214,POINT (-73.9913 40.7502),7.1999998
1,2014-12-26 01:29:42.0000000,1,02.2,-73.991562,40.750351,POINT (-73.9916 40.7504),11.4
1,2014-12-26 02:15:22.0000000,1,2.5999999,-73.994087,40.751213,POINT (-73.9941 40.7512),22.5
1,2014-12-25 02:07:12.0000000,1,3.0999999,-73.965347,40.763309,POINT (-73.9653 40.7633),14.4
1,2014-12-24 22:24:16.0000000,1,01.6,-73.965294,40.755058,POINT (-73.9653 40.7551),12.5
1,2014-12-24 21:54:00.0000000,1,01.6,-73.978691,40.750893,POINT (-73.9787 40.7509),9.6000004
1,2014-12-25 01:03:27.0000000,1,3.5999999,-73.947609,40.78352,POINT (-73.9476 40.7835),17.5
1,2014-12-25 01:00:18.0000000,1,02.3,-73.98214,40.775253,POINT (-73.9821 40.7753),13.2
1,2014-12-25 04:12:46.0000000,1,0.5,-73.988205,40.731869,POINT (-73.9882 40.7319),7.8000002
1,2014-12-23 20:43:21.0000000,1,03.5,-73.989319,40.739052,POINT (-73.9893 40.7391),17.5
1,2014-12-24 00:49:06.0000000,1,01.2,-73.972778,40.755833,POINT (-73.9728 40.7558),9.3699999
1,2014-12-23 20:54:30.0000000,1,0.69999999,-73.984177,40.757225,POINT (-73.9842 40.7572),10.6
1,2014-12-24 21:13:29.0000000,1,6.4000001,-73.955055,40.820347,POINT (-73.9551 40.8203),29.9
1,2014-12-24 21:39:31.0000000,1,6.9000001,-73.993591,40.750423,POINT (-73.9936 40.7504),32.5
1,2014-12-24 22:25:50.0000000,1,2.4000001,-73.976501,40.743977,POINT (-73.9765 40.744),13.12
1,2014-12-24 20:27:49.0000000,1,01.1,-73.955956,40.767937,POINT (-73.956 40.7679),7.3499999
1,2014-12-25 21:32:11.0000000,1,7.6999998,-73.995064,40.752388,POINT (-73.9951 40.7524),30
1,2014-12-26 00:02:12.0000000,1,8.3999996,-73.862846,40.768787,POINT (-73.8628 40.7688),30.6
1,2014-12-25 22:58:52.0000000,1,3.9000001,-73.874527,40.773968,POINT (-73.8745 40.774),18.200001
1,2014-12-26 00:12:36.0000000,1,0.80000001,-73.994293,40.726307,POINT (-73.9943 40.7263),7.8000002
1,2014-12-25 23:07:06.0000000,1,5.3000002,-73.988991,40.734173,POINT (-73.989 40.7342),25.200001
1,2014-12-25 20:36:49.0000000,1,2.9000001,-74.007202,40.704811,POINT (-74.0072 40.7048),14.4
1,2014-12-26 00:01:35.0000000,1,3.0999999,-73.991821,40.749802,POINT (-73.9918 40.7498),15.6
1,2014-12-25 23:34:04.0000000,1,0.80000001,-73.991592,40.749653,POINT (-73.9916 40.7497),7.1500001
1,2014-12-25 23:22:27.0000000,1,7.1999998,-73.986046,40.762474,POINT (-73.986 40.7625),28.120001
1,2014-12-26 02:57:13.0000000,1,2,-73.996407,40.729794,POINT (-73.9964 40.7298),11.4
1,2014-12-25 00:48:17.0000000,1,1,-73.993599,40.7416,POINT (-73.9936 40.7416),11
1,2014-12-23 22:46:31.0000000,1,6.0999999,-73.862244,40.769184,POINT (-73.8622 40.7692),24
1,2014-12-24 00:51:28.0000000,1,0.2,-73.995468,40.746304,POINT (-73.9955 40.7463),5.4000001
1,2014-12-23 21:46:11.0000000,1,18.9,-73.789856,40.647114,POINT (-73.7899 40.6471),66.25
1,2014-12-24 01:36:20.0000000,1,4.1999998,-73.992271,40.725395,POINT (-73.9923 40.7254),19.799999
1,2014-12-23 22:03:06.0000000,1,0.80000001,-73.987335,40.735836,POINT (-73.9873 40.7358),7.1999998
1,2014-12-25 22:23:40.0000000,1,3.9000001,-73.954338,40.764004,POINT (-73.9543 40.764),20.6
1,2014-12-26 00:31:33.0000000,1,3,-73.965553,40.754639,POINT (-73.9656 40.7546),13.2
1,2014-12-26 01:32:17.0000000,1,5.6999998,-73.986916,40.764324,POINT (-73.9869 40.7643),23.4
1,2014-12-26 04:01:04.0000000,1,0.5,-73.98658,40.76152,POINT (-73.9866 40.7615),5.8499999
1,2014-12-26 01:41:19.0000000,1,02.5,-73.991173,40.760502,POINT (-73.9912 40.7605),13.8
1,2014-12-26 04:14:30.0000000,1,2.4000001,-74.005875,40.740257,POINT (-74.0059 40.7403),13.1
1,2014-12-26 02:37:53.0000000,1,4.9000001,-73.939987,40.841076,POINT (-73.94 40.8411),22.1
1,2014-12-26 04:11:02.0000000,1,3.0999999,-73.985382,40.723671,POINT (-73.9854 40.7237),16.25
1,2014-12-26 04:46:48.0000000,1,02.7,-73.962601,40.760624,POINT (-73.9626 40.7606),15.6
1,2014-12-24 20:32:07.0000000,1,09.5,-73.862968,40.769249,POINT (-73.863 40.7692),37.200001
1,2014-12-25 00:27:47.0000000,1,0.30000001,-73.987297,40.750652,POINT (-73.9873 40.7507),04.5
1,2014-12-26 04:43:52.0000000,1,17.6,-73.995369,40.739738,POINT (-73.9954 40.7397),60
1,2014-12-25 20:51:55.0000000,1,01.5,-73.99025,40.749229,POINT (-73.9902 40.7492),9.6000004
1,2014-12-25 21:40:25.0000000,1,7.3000002,-73.870621,40.773598,POINT (-73.8706 40.7736),28.799999
1,2014-12-25 20:15:36.0000000,1,01.1,-74.000938,40.731838,POINT (-74.0009 40.7318),7.1999998
1,2014-12-25 04:13:22.0000000,1,03.5,-73.967819,40.75692,POINT (-73.9678 40.7569),15.6
1,2014-12-24 23:37:11.0000000,1,01.2,-73.976746,40.759186,POINT (-73.9767 40.7592),10.4
1,2014-12-25 00:56:37.0000000,1,03.5,-73.986626,40.776947,POINT (-73.9866 40.7769),18.85
1,2014-12-24 20:54:52.0000000,1,2.0999999,-73.978523,40.757717,POINT (-73.9785 40.7577),12.6
1,2014-12-24 23:44:16.0000000,1,01.1,-73.978127,40.689819,POINT (-73.9781 40.6898),8.25
1,2014-12-24 20:14:13.0000000,1,03.3,-73.98658,40.719505,POINT (-73.9866 40.7195),15.6
1,2014-12-26 00:27:00.0000000,1,15.3,-73.986671,40.755543,POINT (-73.9867 40.7555),50
1,2014-12-26 04:22:05.0000000,1,4.0999999,-73.99086,40.724751,POINT (-73.9909 40.7248),20.4
1,2014-12-25 22:10:52.0000000,1,03.7,-73.995377,40.726833,POINT (-73.9954 40.7268),18
1,2014-12-25 23:34:10.0000000,1,01.6,-73.981972,40.770096,POINT (-73.982 40.7701),9.6000004
1,2014-12-26 02:17:41.0000000,1,0.5,-74.007263,40.733772,POINT (-74.0073 40.7338),7.1999998
1,2014-12-26 00:20:06.0000000,1,05.5,-73.992523,40.743114,POINT (-73.9925 40.7431),24
1,2014-12-26 01:13:55.0000000,1,4.0999999,-73.958023,40.713184,POINT (-73.958 40.7132),20.4
1,2014-12-24 02:20:02.0000000,1,2.5999999,-74.002899,40.734188,POINT (-74.0029 40.7342),12.6
1,2014-12-24 22:00:05.0000000,1,2,-73.974297,40.742805,POINT (-73.9743 40.7428),11.85
1,2014-12-24 21:50:19.0000000,1,01.7,-73.989883,40.757969,POINT (-73.9899 40.758),16.25
1,2014-12-25 03:16:28.0000000,1,3.9000001,-73.994743,40.718788,POINT (-73.9947 40.7188),15.25
1,2014-12-24 20:28:45.0000000,1,1,-73.975098,40.762314,POINT (-73.9751 40.7623),7.8000002
1,2014-12-25 23:11:18.0000000,1,0.80000001,-73.992706,40.733955,POINT (-73.9927 40.734),7.1500001
1,2014-12-25 21:07:45.0000000,1,2.9000001,-73.976501,40.764633,POINT (-73.9765 40.7646),15.6
1,2014-12-26 00:41:42.0000000,1,01.4,-73.883949,40.74789,POINT (-73.8839 40.7479),9.6000004
1,2014-12-25 20:16:01.0000000,1,1,-73.961533,40.764301,POINT (-73.9615 40.7643),8.4499998
1,2014-12-25 05:31:59.0000000,1,4,-73.925568,40.744221,POINT (-73.9256 40.7442),18.6
1,2014-12-25 01:11:48.0000000,1,7,-74.003441,40.728432,POINT (-74.0034 40.7284),30
1,2014-12-25 00:50:47.0000000,1,3,-73.991318,40.732121,POINT (-73.9913 40.7321),15.6
1,2014-12-25 03:30:55.0000000,1,3.9000001,-73.96814,40.75943,POINT (-73.9681 40.7594),19.200001
1,2014-12-25 01:27:31.0000000,1,4,-74.002228,40.7397,POINT (-74.0022 40.7397),18.1
1,2014-12-24 01:09:55.0000000,1,02.5,-73.953125,40.745609,POINT (-73.9531 40.7456),14.35
1,2014-12-25 22:30:49.0000000,1,01.7,-73.956268,40.781239,POINT (-73.9563 40.7812),11.4
1,2014-12-25 21:52:02.0000000,1,0.5,-73.99128,40.746498,POINT (-73.9913 40.7465),10.5
1,2014-12-25 21:51:50.0000000,1,13.1,-73.985245,40.747665,POINT (-73.9852 40.7477),48.599998
1,2014-12-25 20:28:23.0000000,1,5.8000002,-73.998581,40.740002,POINT (-73.9986 40.74),25.5
1,2014-12-25 22:10:11.0000000,1,0.89999998,-73.996895,40.725574,POINT (-73.9969 40.7256),8.1000004
1,2014-12-26 00:36:52.0000000,1,0.69999999,-73.964867,40.79158,POINT (-73.9649 40.7916),6.8499999
1,2014-12-26 02:03:13.0000000,1,5.3000002,-74.000298,40.718098,POINT (-74.0003 40.7181),21
1,2014-12-25 21:33:44.0000000,1,4.6999998,-73.952225,40.786579,POINT (-73.9522 40.7866),21.6
1,2014-12-25 21:34:13.0000000,1,03.5,-73.991714,40.743408,POINT (-73.9917 40.7434),18.5
1,2014-12-26 03:32:36.0000000,1,4.1999998,-73.942055,40.834354,POINT (-73.9421 40.8344),15.51
1,2014-12-25 22:12:28.0000000,1,13.4,-73.783386,40.648697,POINT (-73.7834 40.6487),45
1,2014-12-25 21:03:43.0000000,1,7.4000001,-73.987839,40.749626,POINT (-73.9878 40.7496),42.25
1,2014-12-24 22:05:36.0000000,1,5.4000001,-73.950287,40.795639,POINT (-73.9503 40.7956),28.200001
1,2014-12-24 20:35:35.0000000,1,2.4000001,-73.956291,40.771328,POINT (-73.9563 40.7713),13.2
1,2014-12-24 22:47:02.0000000,1,2,-73.951691,40.769791,POINT (-73.9517 40.7698),13.1
1,2014-12-26 04:56:04.0000000,1,7.6999998,-73.996063,40.686695,POINT (-73.9961 40.6867),30
1,2014-12-25 20:20:53.0000000,1,5.4000001,-73.983398,40.766514,POINT (-73.9834 40.7665),25.799999
1,2014-12-25 22:06:35.0000000,1,5.3000002,-73.862747,40.768898,POINT (-73.8627 40.7689),21.6
1,2014-12-26 00:26:12.0000000,1,03.2,-73.991173,40.750374,POINT (-73.9912 40.7504),15.62
1,2014-12-25 20:39:37.0000000,1,0.89999998,-73.980095,40.783108,POINT (-73.9801 40.7831),06.5
1,2014-12-26 00:40:38.0000000,1,0.69999999,-73.999222,40.72826,POINT (-73.9992 40.7283),7.8000002
1,2014-12-23 22:29:52.0000000,1,2.5999999,-73.996635,40.725761,POINT (-73.9966 40.7258),12.6
1,2014-12-23 22:19:47.0000000,1,03.8,-74.007637,40.709888,POINT (-74.0076 40.7099),19.799999
1,2014-12-23 22:21:34.0000000,1,2.0999999,-73.978142,40.772999,POINT (-73.9781 40.773),13.75
1,2014-12-23 22:11:57.0000000,1,3.4000001,-73.989868,40.756996,POINT (-73.9899 40.757),19.799999
1,2014-12-23 23:26:19.0000000,1,01.2,-73.921532,40.742977,POINT (-73.9215 40.743),9.75
1,2014-12-24 00:12:23.0000000,1,6.3000002,-73.981873,40.728069,POINT (-73.9819 40.7281),27
1,2014-12-25 04:36:12.0000000,1,07.5,-73.990166,40.759209,POINT (-73.9902 40.7592),30
1,2014-12-25 20:54:49.0000000,1,16.200001,-73.776703,40.645359,POINT (-73.7767 40.6454),54.599998
1,2014-12-25 00:08:01.0000000,1,1,-73.959656,40.813877,POINT (-73.9597 40.8139),7.8000002
1,2014-12-26 03:22:58.0000000,1,3.4000001,-73.977699,40.787224,POINT (-73.9777 40.7872),16.25
1,2014-12-26 04:49:50.0000000,1,4.6999998,-73.993637,40.746899,POINT (-73.9936 40.7469),19.799999
1,2014-12-26 02:13:48.0000000,1,6.1999998,-73.988449,40.746075,POINT (-73.9884 40.7461),26.85
1,2014-12-24 22:56:52.0000000,1,18.1,-73.789787,40.64362,POINT (-73.7898 40.6436),61.200001
1,2014-12-24 03:45:23.0000000,1,12.4,-74.007202,40.708286,POINT (-74.0072 40.7083),43.099998
1,2014-12-23 20:14:09.0000000,1,4.1999998,-73.982216,40.768562,POINT (-73.9822 40.7686),24.35
1,2014-12-23 20:09:36.0000000,1,0.89999998,-73.968704,40.791733,POINT (-73.9687 40.7917),7.1999998
1,2014-12-23 19:54:57.0000000,1,0.80000001,-73.986176,40.734486,POINT (-73.9862 40.7345),7.1999998
1,2014-12-23 20:54:02.0000000,1,7.9000001,-73.958321,40.764553,POINT (-73.9583 40.7646),30.6
1,2014-12-23 22:04:23.0000000,1,02.3,-73.976807,40.762856,POINT (-73.9768 40.7629),11.4
1,2014-12-24 20:21:32.0000000,1,0.40000001,-73.963882,40.767723,POINT (-73.9639 40.7677),5.4000001
1,2014-12-24 20:21:30.0000000,1,01.8,-73.977783,40.787045,POINT (-73.9778 40.787),11.4
1,2014-12-24 20:23:52.0000000,1,02.3,-73.985771,40.752457,POINT (-73.9858 40.7525),13.8
1,2014-12-23 21:06:39.0000000,1,3.0999999,-73.948761,40.744396,POINT (-73.9488 40.7444),17.4
1,2014-12-23 21:24:12.0000000,1,01.7,-73.980835,40.774452,POINT (-73.9808 40.7745),10.6
1,2014-12-24 02:07:18.0000000,1,01.6,-73.967072,40.766563,POINT (-73.9671 40.7666),11.85
1,2014-12-24 00:55:56.0000000,1,0.69999999,-73.98439,40.75502,POINT (-73.9844 40.755),6.8499999
1,2014-12-23 23:27:38.0000000,1,02.3,-74.005165,40.719086,POINT (-74.0052 40.7191),14.95
1,2014-12-25 02:49:05.0000000,1,4,-73.955238,40.769287,POINT (-73.9552 40.7693),18.6
1,2014-12-24 23:15:27.0000000,1,2.9000001,-73.990768,40.755856,POINT (-73.9908 40.7559),14.4
1,2014-12-24 23:33:30.0000000,1,11,-73.981255,40.729073,POINT (-73.9813 40.7291),39.599998
1,2014-12-25 21:02:31.0000000,1,0.40000001,-73.991928,40.754704,POINT (-73.9919 40.7547),7.1999998
1,2014-12-25 22:45:33.0000000,1,7.5999999,-73.975594,40.762745,POINT (-73.9756 40.7627),34.349998
1,2014-12-25 22:52:26.0000000,1,03.3,-74.000237,40.730358,POINT (-74.0002 40.7304),14.85
1,2014-12-25 22:27:09.0000000,1,3.0999999,-73.991272,40.751247,POINT (-73.9913 40.7512),16.200001
1,2014-12-25 22:37:30.0000000,1,3.4000001,-73.99894,40.744652,POINT (-73.9989 40.7447),16.799999
1,2014-12-25 22:45:25.0000000,1,02.3,-73.987968,40.738285,POINT (-73.988 40.7383),16.85
1,2014-12-25 23:15:23.0000000,1,01.3,-73.990524,40.750957,POINT (-73.9905 40.751),11.5
1,2014-12-23 22:18:08.0000000,1,01.2,-73.988655,40.731312,POINT (-73.9887 40.7313),9.6000004
1,2014-12-24 02:20:20.0000000,1,2.0999999,-73.979622,40.761562,POINT (-73.9796 40.7616),11.4
1,2014-12-23 21:00:20.0000000,1,2.0999999,-73.963135,40.77457,POINT (-73.9631 40.7746),13.2
1,2014-12-24 02:15:18.0000000,1,02.8,-73.948326,40.809219,POINT (-73.9483 40.8092),13.25
1,2014-12-23 23:33:22.0000000,1,4.6999998,-73.972801,40.744308,POINT (-73.9728 40.7443),21.25
1,2014-12-24 00:58:42.0000000,1,0.89999998,-73.995163,40.764439,POINT (-73.9952 40.7644),7
1,2014-12-23 23:38:10.0000000,1,01.2,-73.970871,40.76416,POINT (-73.9709 40.7642),7.8000002
1,2014-12-23 23:30:11.0000000,1,01.4,-73.989876,40.729759,POINT (-73.9899 40.7298),10.4
1,2014-12-24 01:57:12.0000000,1,5,-73.989861,40.752285,POINT (-73.9899 40.7523),20.4
1,2014-12-23 22:26:57.0000000,1,2,-73.955826,40.772205,POINT (-73.9558 40.7722),11.85
